User: USER,Path: C:\Program Files (x86)\BMG\Omega\User\Data\,Test run no.: 140
Test name: Ilya 1000 Segregants (02-07-20),Date: 2/14/2020,Time: 6:33:35 PM

ID1: 019,ID2: Wizard script `IA 1000_Seg`, Prot.1, Plate 12, Friday, February 14, 2020 5:42:36 PM,
Absorbance

Raw Data (600)

,1,2,3,4,5,6,7,8,9,10,11,12,
E,1.385,1.623,0.825,0.799,0.793,0.805,0.798,0.819,0.814,0.823,0.815,0.86
F,1.254,1.523,0.995,0.771,0.782,0.787,0.784,0.812,0.816,0.828,0.847,0.837
G,0.764,0.813,1.18,1.003,0.766,0.828,0.784,0.798,0.833,0.849,1.435,0.821
H,0.807,0.807,0.827,1.585,0.861,0.828,0.831,0.787,0.819,0.835,0.823,0.818

Cycle 20 (32 h 58 min)
Raw Data (600)

,1,2,3,4,5,6,7,8,9,10,11,12,
A,1.627,0.763,0.921,0.861,0.894,1.55,0.822,1.493,0.843,1.627,0.812,1.411
B,0.876,1.613,1.011,1.621,0.778,0.943,1.561,1.073,0.792,0.816,1.03,1.63
C,1.559,1.541,1.015,0.788,0.795,0.802,0.805,0.812,0.801,0.806,0.862,1.637
D,0.904,0.954,1.526,1.082,0.885,0.821,0.848,0.81,0.806,1.041,0.796,0.846
E,1.456,1.623,0.825,0.806,0.795,0.811,0.806,0.82,0.82,0.815,0.814,0.873
F,1.331,1.548,0.995,0.777,0.795,0.79,0.786,0.812,0.816,0.832,0.846,0.832
G,0.764,0.807,1.227,0.996,0.763,0.822,0.782,0.794,0.825,0.853,1.504,0.827
H,0.802,0.808,0.825,1.598,0.858,0.821,0.829,0.786,0.821,0.835,0.82,0.813

Cycle 21 (34 h 42 min)
Raw Data (600)

,1,2,3,4,5,6,7,8,9,10,11,12,
A,1.619,0.765,0.92,0.912,0.892,1.575,0.828,1.512,0.849,1.637,0.809,1.498
B,0.878,1.614,1.014,1.609,0.783,0.946,1.585,1.131,0.803,0.838,1.078,1.671
C,1.569,1.608,1.013,0.79,0.805,0.811,0.807,0.814,0.802,0.808,0.862,1.682
D,0.903,0.96,1.54,1.154,0.93,0.824,0.856,0.82,0.802,1.041,0.787,0.835
E,1.499,1.598,0.825,0.806,0.791,0.807,0.798,0.822,0.81,0.815,0.812,0.887
F,1.508,1.566,0.992,0.768,0.783,0.792,0.783,0.809,0.806,0.82,0.841,0.832
G,0.761,0.811,1.314,0.992,0.766,0.827,0.785,0.794,0.831,0.866,1.653,0.824
H,0.802,0.811,0.824,1.601,0.86,0.823,0.837,0.786,0.817,0.836,0.816,0.806

Cycle 22 (36 h 27 min)
Raw Data (600)

,1,2,3,4,5,6,7,8,9,10,11,12,
A,1.607,0.761,0.917,0.99,0.885,1.565,0.826,1.507,0.864,1.629,0.811,1.591
B,0.872,1.605,1.009,1.589,0.772,0.944,1.599,1.194,0.795,0.821,1.111,1.71
C,1.54,1.612,1.01,0.785,0.804,0.807,0.807,0.811,0.8,0.802,0.852,1.701
D,0.897,0.964,1.555,1.233,0.967,0.826,0.857,0.815,0.811,1.047,0.791,0.833
E,1.536,1.579,0.822,0.812,0.793,0.8,0.796,0.818,0.811,0.809,0.814,0.916
F,1.448,1.583,0.989,0.772,0.786,0.788,0.786,0.815,0.817,0.82,0.837,0.825
G,0.752,0.803,1.366,0.99,0.766,0.817,0.779,0.792,0.829,0.875,1.742,0.816
H,0.8,0.808,0.819,1.603,0.85,0.814,0.845,0.776,0.807,0.829,0.808,0.8

Cycle 23 (38 h 11 min)
Raw Data (600)

,1,2,3,4,5,6,7,8,9,10,11,12,
A,1.634,0.762,0.916,1.05,0.886,1.563,0.835,1.526,0.872,1.641,0.806,1.656
B,0.875,1.608,1.014,1.623,0.775,0.956,1.595,1.205,0.799,0.832,1.199,1.741
C,1.547,1.618,1.012,0.786,0.819,0.808,0.805,0.812,0.804,0.803,0.854,1.73
D,0.896,0.968,1.556,1.306,1.058,0.827,0.848,0.821,0.812,1.085,0.786,0.836
E,1.576,1.59,0.823,0.814,0.79,0.808,0.794,0.824,0.813,0.807,0.806,0.957
F,1.506,1.587,0.989,0.766,0.78,0.79,0.78,0.811,0.805,0.824,0.842,0.825
G,0.758,0.807,1.406,1,0.762,0.827,0.779,0.786,0.823,0.905,1.8,0.82
H,0.799,0.814,0.822,1.621,0.847,0.813,0.853,0.781,0.81,0.832,0.806,0.797

Cycle 24 (39 h 56 min)
Raw Data (600)

,1,2,3,4,5,6,7,8,9,10,11,12,
A,1.632,0.755,0.918,1.155,0.878,1.581,0.835,1.533,0.877,1.639,0.802,1.679
B,0.87,1.606,1.016,1.657,0.777,0.961,1.602,1.232,0.791,0.816,1.271,1.752
C,1.57,1.616,1.014,0.793,0.834,0.809,0.808,0.815,0.8,0.805,0.855,1.742
D,0.893,0.986,1.556,1.335,1.11,0.823,0.838,0.817,0.8,1.14,0.799,0.832
E,1.564,1.587,0.82,0.821,0.796,0.808,0.807,0.843,0.825,0.812,0.796,0.978
F,1.512,1.583,0.991,0.778,0.794,0.795,0.785,0.815,0.81,0.829,0.84,0.821
G,0.752,0.803,1.462,0.994,0.763,0.814,0.772,0.788,0.818,0.948,1.806,0.809
H,0.799,0.811,0.819,1.617,0.844,0.812,0.871,0.78,0.809,0.834,0.805,0.792

Cycle 25 (41 h 40 min)
Raw Data (600)

,1,2,3,4,5,6,7,8,9,10,11,12,
A,1.635,0.755,0.914,1.257,0.889,1.572,0.851,1.539,0.886,1.632,0.804,1.681
B,0.864,1.605,1.02,1.668,0.774,0.97,1.6,1.27,0.797,0.828,1.343,1.77
C,1.565,1.618,1.014,0.788,0.846,0.807,0.803,0.811,0.799,0.802,0.856,1.76
D,0.887,0.983,1.563,1.389,1.206,0.825,0.846,0.824,0.807,1.174,0.785,0.83
E,1.535,1.589,0.818,0.82,0.794,0.801,0.798,0.853,0.807,0.808,0.805,1.011
F,1.55,1.604,0.984,0.776,0.78,0.78,0.778,0.813,0.797,0.819,0.835,0.826
G,0.756,0.806,1.51,0.995,0.761,0.818,0.777,0.789,0.807,1.014,1.834,0.817
H,0.796,0.82,0.816,1.617,0.839,0.809,0.945,0.775,0.807,0.824,0.802,0.791

Cycle 26 (43 h 25 min)
Raw Data (600)

,1,2,3,4,5,6,7,8,9,10,11,12,
A,1.641,0.753,0.911,1.301,0.875,1.566,0.864,1.558,0.896,1.628,0.799,1.671
B,0.86,1.603,1.022,1.668,0.773,0.985,1.614,1.354,0.794,0.82,1.381,1.754
C,1.567,1.616,1.011,0.787,0.856,0.802,0.803,0.811,0.798,0.803,0.855,1.77
D,0.884,0.99,1.561,1.434,1.284,0.822,0.845,0.829,0.805,1.208,0.785,0.831
E,1.503,1.588,0.816,0.827,0.79,0.801,0.792,0.868,0.806,0.805,0.808,1.062
F,1.553,1.597,0.986,0.766,0.779,0.784,0.776,0.812,0.797,0.82,0.832,0.819
G,0.754,0.801,1.552,0.992,0.761,0.811,0.77,0.786,0.811,1.076,1.834,0.814
H,0.796,0.825,0.81,1.623,0.835,0.81,1.041,0.778,0.808,0.825,0.801,0.787

Cycle 27 (45 h 9 min)
Raw Data (600)

,1,2,3,4,5,6,7,8,9,10,11,12,
A,1.65,0.75,0.91,1.378,0.872,1.56,0.868,1.548,0.907,1.623,0.79,1.692
B,0.862,1.601,1.028,1.668,0.774,0.999,1.604,1.397,0.793,0.824,1.413,1.766
C,1.565,1.618,1.017,0.788,0.867,0.809,0.805,0.818,0.8,0.803,0.852,1.774
D,0.882,1.004,1.567,1.496,1.369,0.822,0.847,0.833,0.802,1.238,0.779,0.827
E,1.486,1.579,0.817,0.84,0.79,0.797,0.787,0.874,0.804,0.801,0.805,1.139
F,1.561,1.595,0.983,0.772,0.789,0.793,0.783,0.82,0.804,0.823,0.836,0.818
G,0.748,0.796,1.588,0.986,0.759,0.808,0.769,0.787,0.809,1.143,1.828,0.807
H,0.798,0.835,0.808,1.613,0.834,0.804,1.169,0.768,0.808,0.822,0.802,0.8

Cycle 28 (46 h 54 min)
Raw Data (600)

,1,2,3,4,5,6,7,8,9,10,11,12,
A,1.65,0.751,0.908,1.453,0.872,1.56,0.881,1.548,0.931,1.622,0.794,1.692
B,0.858,1.601,1.024,1.666,0.772,1.02,1.604,1.428,0.789,0.826,1.474,1.759
C,1.571,1.621,1.014,0.786,0.881,0.808,0.804,0.812,0.796,0.8,0.847,1.777
